Entry,author1,x4Ref1
10489,A.E.Evans+,"J,NSE,62,652,1977"
10490,V.C.Rogers+,"J,NSE,58,298,1975"
10491,H.I.Liou+,"J,PR/C,11,1231,1975"
10492,P.T.Karatzas+,"J,NSE,67,34,1978"
10493,P.K.Eapen+,"J,JIN,37,1121,1975"
10494,C.M.Bartle,"J,NIM,124,547,1975"
10495,C.S.Schneider,"J,RSI,44,1594,1973"
10496,M.S.Pandey+,"C,75WASH,2,748,1975"
10497,W.D.Lu+,"J,PR/C,1,350,1970"
10498,U.N.Singh+,"J,PR/C,10,2143,1974"
10499,U.N.Singh+,"J,PR/C,10,2147,1974"
10500,U.N.Singh+,"J,PR/C,10,2150,1974"
10501,S.S.Malik+,"J,NIM,86,83,1970"
10502,J.K.Dickens+,"R,ORNL-TM-4538,1974"
10503,G.J.Kirouac+,"J,PR/C,11,895,1975"
10504,J.W.Meadows,"W,MEADOWS,1975"
10505,W.L.Alford+,"J,BAP,19,1123(FB4),1974"
10506,J.W.Meadows,"J,NSE,58,255,1975"
10507,H.S.Camarda+,"J,PR/C,8,1813,1973"
10508,U.N.Singh+,"J,PR/C,8,1833,1973"
10509,H.D.Knox+,"J,NP/A,217,611,1973"
10510,W.Bucher+,"C,75WASH,2,945,1975"
10511,J.G.Malan+,"J,AP,89,284,1975"
10512,J.W.Meadows,"R,ANL-NDM-18,1976"
10513,J.Callerame+,"J,PR/C,12,1423,1975"
10514,J.Callerame+,"J,PR/C,12,1428,1975"
10515,U.N.Singh+,"J,PR/C,11,1117,1975"
10516,K.F.Flynn+,"J,PR/C,11,1676,1975"
10517,K.F.Flynn+,"J,JIN,37,869,1975"
10518,U.N.Singh+,"J,PR/C,10,2138,1974"
10519,A.Mittler+,"T,NARDINI,1975"
10520,H.I.Liou+,"J,PR/C,11,2022,1975"
10521,D.L.Smith+,"J,NSE,60,319,1976"
10522,D.C.Santry+,"J,CJP,54,757,1976"
10523,M.Divadeenam+,"J,DA/B,28,3834,1968"
10524,A.B.Smith+,"J,NP/A,244,213,1975"
10525,H.I.Liou+,"J,PR/C,11,462,1975"
10526,J.A.Harvey+,"R,ORNL-5025,122,1975"
10527,H.I.Liou+,"J,PR/C,10,709,1974"
10528,C.Lagrange+,"J,PL/B,58,293,1975"
10529,F.G.Perey+,"C,71KNOX,1,191,1971"
10530,D.C.Larson+,"R,ORNL-5025,116,1975"
10531,R.L.Macklin,"J,NSE,59,231,1976"
10532,G.A.Keyworth+,"J,PR/C,8,2352,1973"
10533,G.A.Keyworth+,"J,PRL,31,1077,1973"
10534,G.F.Auchampaugh+,"J,PR/C,12,1126,1975"
10535,H.I.Liou+,"J,PR/C,12,102,1975"
10536,B.P.Bayhurst+,"J,PR/C,12,451,1975"
10537,R.L.Macklin,"J,NSE,59,12,1976"
10538,A.R.Del musgrove+,"R,INDC(AUL)-23/L,1974"
10539,U.N.Singh+,"J,PR/C,13,124,1976"
10540,G.J.Kirouac+,"C,75WASH,2,776,1975"
10541,C.M.Bartle,"J,NIM,117,569,1974"
10542,W.F.E.Pineo+,"J,AP,84,165,1974"
10543,R.R.Spencer+,"J,NSE,61,346,1976"
10544,J.D.Robertson+,"J,ANS,21,503,1975"
10545,M.C.Davis+,"J,ANE,5,569,1978"
10546,M.F.Elgart+,"J,NSE,58,291,1975"
10547,J.B.Czirr+,"J,NSE,60,383,1976"
10548,M.Karim+,"C,75WASH,2,788,1975"
10549,C.K.Paulson+,"J,NSE,55,24,1974"
10550,H.H.Hogue+,"J,NSE,68,38,1978"
10551,G.L.Morgan+,"R,ORNL-TM-4973,1975"
10552,R.W.Hockenbury+,"J,BAP,20,560(AN9),1975"
10553,J.K.Dickens+,"R,ORNL-TM-4972,1975"
10554,R.L.Macklin+,"J,NSE,64,849,1977"
10555,G.H.E.Sims,"J,JIN,29,593,1967"
10556,W.Bucher+,"J,PL/B,58,277,1975"
10557,L.Green,"J,NSE,58,361,1975"
10558,J.B.Czirr+,"J,NSE,58,371,1975"
10559,J.K.Dickens,"J,NSE,58,331,1975"
10560,P.Guenther+,"R,ANL-NDM-16,1975"
10561,D.K.Olsen+,"J,NSE,62,479,1977"
10562,G.W.Carlson+,"J,NSE,66,205,1978"
10563,G.W.Carlson+,"J,NSE,68,128,1978"
10564,G.F.Auchampaugh+,"J,PR/C,12,1850,1975"
10565,R.A.Eldred+,"J,PR/C,12,1717,1975"
10566,D.L.Smith+,"J,NSE,60,187,1976"
10567,R.E.Slovacek+,"J,NSE,62,455,1977"
10568,A.K.Furr+,"J,NSE,35,364,1969"
10569,R.C.Block+,"J,PRL,31,247,1973"
10570,L.L.Yu+,"J,BAP,20,1496(BD9),1975"
10571,W.E.Kinney+,"C,76LOWELL,,1319,1976"
10572,W.E.Kinney+,"C,76LOWELL,2,1319,1976"
10573,W.E.Kinney+,"C,76LOWELL,2,1319,1976"
10574,R.E.Howe+,"J,PR/C,13,195,1976"
10575,H.I.Liou+,"J,NSE,62,463,1977"
10576,W.R.Sloan+,"J,NSE,55,28,1974"
10577,T.Y.Byoun+,"R,NASA-TM-X-69565,1973"
10578,J.D.Brandenberger+,"J,BAP,20,1195(EE4),1975"
10579,G.Hacken+,"J,PR/C,13,1884,1976"
10580,G.T.Chapman+,"R,ORNL-TM-5416,1976"
10581,G.L.Morgan+,"R,ORNL-TM-5098,1976"
10582,J.K.Dickens+,"R,ORNL-TM-4544,1974"
10583,G.L.Morgan+,"J,NSE,60,36,1976"
10584,G.L.Morgan+,"R,ORNL-TM-5097,1975"
10585,G.T.Chapman,"R,ORNL-TM-5215,1976"
10586,G.T.Chapman+,"R,ORNL-TM-4822,1975"
10587,W.P.Poenitz,"W,POENITZ,1976"
10588,F.L.Green+,"R,USNDC-9,170,1973"
10589,K.A.Nadolny+,"R,USNDC-9,170,1973"
10590,P.W.Lisowski+,"J,NP/A,259,61,1976"
10591,H.I.Liou+,"J,PR/C,5,974,1972"
10592,A.J.Bersbach+,"J,PR/D,13,535,1976"
10593,P.Guenther+,"J,NSE,59,106,1976"
10594,R.C.Block+,"C,72KIAMESHA,2,1107,1972"
10595,O.A.Wasson,"C,76ANL,,183,1976"
10596,V.J.Thomson+,"J,CJP,54,383,1976"
10597,J.W.Behrens+,"J,NSE,66,433,1978"
10598,R.J.Holt+,"J,NP/A,213,147,1973"
10599,W.M.Good+,"R,ORNL-4937,198,1974"
10600,G.G.Slaughter+,"R,ORNL-TM-4523,1974"
10601,J.K.Dickens,"R,ORNL-4985,1974"
10602,R.Macklin+,"J,AJ,208,812,1976"
10603,J.Biel+,"J,PRL,36,1004,1976"
10604,D.C.Santry+,"R,AECL-4259,12,1972"
10605,R.W.Stoughton+,"J,NSE,50,169,1973"
10606,J.S.Merritt+,"R,AECL-3742,41,1970"
10607,G.P.Lamaze+,"J,NSE,68,183,1978"
10608,G.H.E.Sims+,"J,JIN,32,2839,1970"
10609,F.G.Perey+,"R,NCSAC-42,190,1978"
10610,R.Macklin+,"J,PR/C,14,1389,1976"
10611,H.Weigmann+,"J,PR/C,14,1328,1976"
10612,J.W.Meadows,"J,PR,157,1076,1967"
10613,D.L.Smith,"R,ANL-NDM-20,1976"
10614,L.Green+,"J,NSE,50,257,1973"
10615,R.E.Shamu+,"J,PR/C,22,1857,1980"
10616,G.F.Auchampaugh+,"J,PR/C,7,2085,1973"
10617,F.B.Simpson+,"R,ANCR-1088,32,1972"
10618,W.Good+,"R,ORNL-4937,198,1974"
10619,R.M.Sealock+,"J,PR/C,13,2149,1976"
10620,G.D.James+,"J,PR/C,15,2083,1977"
10621,R.W.Stooksberry+,"J,PR/C,13,1061,1976"
10622,J.B.Garg+,"J,PR/C,13,1139,1976"
10623,G.N.Salaita+,"C,75WASH,2,712,1975"
10624,M.S.Pandey+,"J,NSE,60,399,1976"
10625,F.W.K.Firk+,"C,75WASH,2,875,1975"
10626,I.L.Barnes+,"J,ARI,22,777,1971"
10627,J.G.Bradley,"J,NSE,47,151,1972"
10628,R.L.Macklin+,"J,NSE,62,174,1977"
10629,M.S.Moore+,"J,PR/C,18,1328,1978"
10630,A.I.Namenson+,"J,NP/A,266,83,1976"
10631,A.B.Smith+,"J,PR,168,1344,1968"
10632,E.Rosario-garcia+,"J,NP/A,275,453,1977"
10633,J.C.Ferrer+,"J,NP/A,275,325,1977"
10634,S.M.Grimes+,"J,NSE,62,187,1977"
10635,F.C.Difilippo+,"J,NSE,68,43,1978"
10636,G.W.Carlson+,"J,NSE,63,149,1977"
10637,L.Sage+,"J,ANS,23,501,1976"
10638,J.C.Browne+,"J,PR/C,14,1287,1976"
10639,R.F.Carlton+,"J,PR/C,14,1439,1976"
10640,G.W.Eccleston+,"J,NSE,62,636,1977"
10641,D.L.Smith,"J,NSE,61,540,1976"
10642,J.E.Gindler+,"J,PR/C,16,1483,1977"
10643,R.E.Chrien+,"J,PR/C,9,1622,1974"
10644,G.Gleason,"J,RRL,23,317,1975"
10645,A.H.Hussein+,"J,PR/C,15,233,1977"
10646,L.R.Veeser,"J,PR/C,17,385,1978"
10647,J.W.Behrens+,"J,NSE,80,393,1982"
10648,J.W.Behrens+,"J,NSE,66,433,1978"
10649,D.L.Smith,"J,NSE,64,897,1977"
10650,C.E.Bemis jr+,"R,ORNL-4581,43,1970"
10651,H.W.Newson+,"J,AP,103,121,1977"
10652,J.W.Behrens+,"J,NSE,77,444,1981"
10653,J.W.Behrens+,"J,NSE,63,250,1977"
10654,J.W.Meadows,"J,NSE,65,171,1978"
10655,H.D.Knox+,"J,NSE,65,65,1978"
10656,G.L.Morgan,"R,ORNL-TM-5531,1976"
10657,E.Newman+,"R,ORNL-TM-5299,1976"
10658,J.W.Behrens+,"J,NSE,81,512,1982"
10659,A.Stolovy+,"J,PR/C,14,965,1976"
10660,K.Rimawi+,"J,PR/C,15,1271,1977"
10661,V.C.Rogers+,"J,NSE,62,716,1977"
10662,G.Gleason,"W,GLEASON,1977"
10663,D.J.Horen+,"J,PR/C,18,722,1978"
10664,P.T.Guenther+,"J,NSE,65,174,1978"
10665,D.Cokinos+,"J,PR/C,15,1636,1977"
10666,U.N.Singh+,"J,NSE,67,54,1978"
10667,H.S.Camarda,"J,PR/C,16,1803,1977"
10668,A.B.Mcdonald+,"J,NP/A,281,325,1977"
10669,P.Guenther+,"J,NP/A,307,224,1978"
10670,M.G.Silbert,"J,NSE,63,198,1977"
10671,R.C.Little+,"J,ANS,26,574,1977"
10672,D.J.Horen+,"J,PRL,38,1344,1977"
10673,G.Hacken+,"J,PR/C,17,43,1978"
10674,F.C.Difilippo+,"J,NSE,63,153,1977"
10675,J.W.Behrens,"R,UCID-17504,1977"
10676,A.F.M.Ishaq+,"J,ZP/A,281,365,1977"
10677,J.Halperin+,"J,BAP,20,165(HB1),1975"
10678,D.M.Drake+,"J,NSE,63,401,1977"
10679,M.G.Silbert,"R,LA-6239-MS,1976"
10680,J.A.Harvey+,"R,ORNL-5137,2,1976"
10681,C.E.Bemis jr+,"J,NSE,63,413,1977"
10682,W.E.Kinney+,"J,NSE,63,418,1977"
10683,D.C.Harris+,"J,NSE,63,504,1977"
10684,D.M.Drake+,"J,NSE,65,49,1978"
10685,R.M.White+,"J,NP/A,340,13,1980"
10686,P.Guenther+,"J,NSE,64,733,1977"
10687,H.I.Liou+,"J,NSE,67,326,1978"
10688,F.P.Brady+,"J,PR/C,16,31,1977"
10689,R.C.Haight+,"J,PR/C,16,97,1977"
10690,C.G.Hudson+,"J,BAP,21,188(DB5),1976"
10691,F.G.Perey+,"R,ORNL-5504,12,1979"
10692,J.K.Dickens,"J,NSE,63,101,1977"
10693,R.L.Macklin+,"J,AJ,217,222,1977"
10694,F.C.Difilippo+,"J,PR/C,21,1400,1980"
10695,A.D.Carlson,"J,NP/A,141,577,1970"
10696,F.Y.Tsang+,"J,NSE,65,70,1978"
10697,J.Rapaport+,"J,NP/A,286,232,1977"
10698,M.C.Davis+,"J,ANE,5,583,1978"
10699,D.E.Bainum+,"J,PR/C,16,1377,1977"
10700,S.Raman+,"J,PRL,40,1306,1978"
10701,A.B.Smith+,"R,ANL-NDM-29,1977"
10702,U.N.Singh+,"J,DA/B,33,2753,1972"
10703,R.E.Chrien+,"J,BAP,21,536(BG6),1976"
10704,D.C.Palmer+,"J,JP/G,3,1363,1977"
10705,F.P.Brady+,"J,NP/A,288,269,1977"
10706,D.R.Donati+,"J,PR/C,16,939,1977"
10707,H.H.Hogue+,"J,NSE,69,22,1979"
10708,D.J.Horen+,"J,PR/C,15,1168,1977"
10709,D.R.Nethaway,"J,JIN,40,1285,1978"
10710,H.D.Knox+,"J,NSE,69,223,1979"
10711,W.P.Poenitz,"J,NSE,64,894,1977"
10712,D.R.Nethaway+,"J,PR/C,16,1907,1977"
10713,J.A.Correia+,"J,NP/A,286,322,1977"
10714,D.K.Olsen+,"J,NSE,69,202,1979"
10715,J.B.Czirr+,"J,NSE,64,892,1977"
10716,J.B.Garg+,"J,NSE,65,76,1978"
10717,H.Bozorgmanesh+,"J,ANS,27,864,1977"
10718,D.F.Coope+,"J,PR/C,16,2223,1977"
10719,R.W.Harper+,"J,PR/C,30,1454,1984"
10720,R.L.Macklin+,"R,LA-7479-MS,1978"
10721,C.H.Johnson+,"C,73MUNICH,1,525,1973"
10722,R.B.Strittmatter+,"J,ANS,27,862,1977"
10723,W.J.Maeck+,"R,ICP-1050,(III),1977"
10724,R.W.Benjamin+,"J,NSE,85,261,1983"
10725,M.S.Pandey+,"J,PR/C,15,600,1977"
10726,M.S.Pandey+,"J,PR/C,15,615,1977"
10727,F.T.Seibel+,"J,AP,69,451,1972"
10728,M.F.Elgart,"T,ELGART,1971"
10729,D.E.Bainum+,"J,NP/A,311,492,1978"
10730,J.C.Browne+,"J,NSE,65,166,1978"
10731,G.Gleason,"J,RRL,26,39,1976"
10732,S.M.Grimes+,"J,PR/C,17,508,1978"
10733,P.S.Feigenbaum+,"J,ANS,28,743,1978"
10734,J.W.Meadows,"J,NSE,68,360,1978"
10735,W.P.Poenitz+,"R,ANL-NDM-42,1978"
10736,S.Raman+,"J,PRL,39,598,1977"
10737,I.Bergqvist+,"J,NP/A,295,256,1978"
10738,R.F.Casten+,"J,PR/C,21,65,1980"
10739,R.E.Chrien+,"J,PR/C,9,1839,1974"
10740,S.F.Mughabghab+,"J,BAP,17,18(AE17),1972"
10741,M.R.Bhat+,"C,72BUD,,60,1972"
10742,M.R.Bhat+,"J,PR/C,12,1457,1975"
10743,R.E.Chrien+,"J,PR/C,1,973,1970"
10744,H.Camarda+,"R,NCSAC-31,40,1970"
10745,R.F.Carlton+,"J,PR/C,15,883,1977"
10746,O.A.Wasson+,"J,PR/C,7,780,1973"
10747,O.A.Wasson+,"J,PR/C,8,297,1973"
10748,O.A.Wasson+,"J,PR/C,7,1532,1973"
10749,J.W.Meadows,"J,NSE,68,360,1978"
10750,K.Rimawi+,"J,PR/C,9,1978,1974"
10751,S.L.Sothras+,"J,JIN,40,585,1978"
10752,J.B.Garg+,"J,PR/C,18,2079,1978"
10753,J.B.Garg+,"J,PR/C,18,1141,1978"
10754,G.H.Williams jr,"J,DA/B,36,790,1975"
10755,J.C.Engdahl+,"J,NSE,78,44,1981"
10756,W.P.Poenitz,"R,ANL-NDM-36,1978"
10757,D.L.Smith+,"R,ANL-NDM-37,1977"
10758,M.Mizumoto+,"J,PR/C,17,522,1978"
10759,R.Gwin+,"R,ORNL-TM-6246,1978"
10760,H.S.Camarda,"J,PR/C,18,1254,1978"
10761,D.C.Larson+,"R,ORNL-TM-5614,1976"
10762,S.Raman+,"J,PR/C,18,1158,1978"
10763,T.W.Phillips+,"J,NSE,69,375,1979"
10764,T.W.Woo+,"J,ANS,28,91,1978"
10765,H.S.Camarda,"J,PR/C,9,28,1974"
10766,L.W.Weston+,"J,NSE,63,143,1977"
10767,L.W.Weston+,"J,NSE,61,356,1976"
10768,L.W.Weston+,"J,NSE,65,454,1978"
10769,,"J,BAP,15,1693(FC7),1970"
10770,F.D.Mcdaniel+,"R,A-KTY-74/77,3,1977"
10771,J.R.Cooper+,"J,BAP,15,1328(BG2),1970"
10772,R.L.White+,"J,BAP,17,687(FD10),1972"
10773,H.Weigmann+,"J,PR/C,20,115,1979"
10774,J.Seltzer+,"J,NSE,53,415,1974"
10775,R.A.Sigg+,"J,NSE,60,235,1976"
10776,R.A.Sigg,"T,SIGG,1976"
10777,D.L.Smith,"J,NSE,69,109,1979"
10778,D.C.Larson+,"R,ORNL-TM-5612,1976"
10779,D.C.Larson+,"R,ORNL-TM-5618,1976"
10780,S.F.Mughabghab+,"C,76LOWELL,,1292,1976"
10781,S.F.Mughabghab+,"C,76LOWELL,,1294,1976"
10782,S.F.Mughabghab+,"C,76LOWELL,,1293,1976"
10783,M.B.Kime+,"T,KIME,1971"
10784,N.B.Sullivan+,"J,NSE,70,294,1979"
10785,R.V.Leclaire+,"J,PR/C,18,1185,1978"
10786,R.J.Holt+,"J,NP/A,237,111,1975"
10787,D.K.Olsen+,"J,NSE,74,219,1980"
10788,G.L.Morgan,"R,ORNL-TM-6247,1978"
10789,G.L.Morgan,"J,NSE,70,163,1979"
10790,G.L.Morgan+,"R,ORNL-TM-6323,1978"
10791,H.Weigmann+,"J,PR/C,14,1328,1976"
10792,B.E.Bonner+,"J,PR/C,17,671,1978"
10793,R.E.Chrien+,"J,NSE,72,202,1979"
10794,J.D.M.Moore,"J,DA/B,33,4954,1973"
10795,L.R.Veeser+,"C,78HARWELL,,1054,1978"
10796,H.T.Maguire jr+,"C,78HARWELL,,472,1978"
10797,J.F.Whalen+,"J,NSE,67,129,1978"
10798,S.Nagy+,"J,PR/C,17,163,1978"
10799,T.A.Kitchens+,"J,PRL,32,791,1974"
10800,T.L.Houk+,"J,PRL,26,1581,1971"
10801,M.L.Stelts+,"J,PR/C,19,1159,1979"
10802,R.C.Block+,"J,NSE,80,263,1982"
10803,P.T.Guenther+,"J,PR/C,26,2433,1982"
10804,M.Drosg+,"J,NIM,160,143,1979"
10805,J.C.Browne+,"J,PR/C,29,2188,1984"
10806,T.W.Woo+,"C,79KNOX,,853,1979"
10807,D.F.Coope+,"J,BAP,24,854(GC10),1979"
10808,G.T.Hickey+,"J,PL/B,47,348,1973"
10809,H.T.Heaton ii+,"R,ANL-76-90,333,1976"
10810,J.H.Dave+,"J,NSE,91,187,1985"
10811,R.A.Schrack+,"J,NSE,68,189,1978"
10812,H.I.Liou+,"J,NSE,70,150,1979"
10813,R.R.Winters+,"J,PR/C,18,2092,1978"
10814,S.A.Wender+,"J,PRL,41,1217,1978"
10815,B.L.Quan+,"R,COO-2479-14,1978"
10816,J.C.Wells jr+,"J,PR/C,18,707,1978"
10817,J.Rapaport+,"J,NP/A,341,56,1980"
10818,G.Brunhart+,"J,ZN/A,26,334,1971"
10819,S.G.Glendinning+,"J,NSE,80,256,1982"
10820,J.B.Garg+,"J,PR/C,23,671,1981"
10821,W.A.Myers+,"J,PR/C,18,1700,1978"
10822,G.G.Slaughter+,"J,BAP,17,580(JF3),1972"
10823,A.B.Smith+,"J,NSE,77,110,1981"
10824,T.S.Subramanian+,"J,PR/C,34,1580,1986"
10825,S.F.Mughabghab+,"C,72BUD,,167,1972"
10826,I.Bergqvist+,"J,NP/A,231,29,1974"
10827,S.M.Grimes+,"J,PR/C,19,2127,1979"
10828,T.C.Chapman+,"J,PR/C,17,1089,1978"
10829,P.J.Riley+,"J,PR/C,17,1881,1978"
10830,B.E.Bonner+,"C,78GRAZ,1,195,1978"
10831,I.G.Schroder,"J,NP/A,195,257,1972"
10832,C.E.Bemis jr+,"J,PRL,39,1246,1977"
10833,W.P.Poenitz+,"J,NSE,68,358,1978"
10834,F.E.Cecil+,"J,PR/C,19,2414,1979"
10835,S.Sothras,"T,SOTHRAS,1977"
10836,C.G.Hudson+,"J,ANE,5,589,1978"
10837,S.K.Ghorai+,"J,ANE,7,41,1980"
10838,E.D.Earle+,"J,BAP,23,507(AI8),1978"
10839,R.Rundberg,"T,RUNDBERG,1978"
10840,A.L.Athougies,"T,ATHOUGIES,1977"
10841,C.Renner+,"J,BAP,23,526(BI3),1978"
10842,M.Mizumoto+,"J,PR/C,19,335,1979"
10843,J.W.Meadows,"C,79KNOX,,479,1979"
10844,S.K.Ghorai+,"J,JP/G,6,393,1980"
10845,W.J.Maeck+,"R,ICP-1050-IV,1979"
10846,A.Smith+,"J,NSE,75,69,1980"
10847,G.L.Morgan+,"R,ORNL-5575,1979"
10848,R.R.Spencer+,"R,ORNL-TM-6805,1979"
10849,J.M.Harrison,"J,DA/B,39,5431,1979"
10850,D.L.Smith+,"J,NSE,77,256,1981"
10851,A.Mittler+,"C,79KNOX,,680,1979"
10852,S.Traiforos+,"J,NSE,72,191,1979"
10853,R.O.Lane+,"J,PR/C,23,1883,1981"
10854,P.W.Lisowski+,"R,LA-8342,1980"
10855,M.Ahmed+,"C,80SANTA,,389,1980"
10856,J.Bading+,"J,BAP,23,525(BI1),1978"
10857,L.Cranberg+,"J,NIM,96,493,1971"
10858,C.L.Morris+,"J,PR/C,9,1687,1974"
10859,S.G.Glendinning+,"J,NSE,82,393,1982"
10860,J.Callerame+,"J,PR/C,12,1428,1975"
10861,E.D.Earle+,"J,PR/C,14,1298,1976"
10862,R.Carlini+,"J,PRL,41,1341,1978"
10863,J.E.Gaiser+,"J,BAP,24,108(DD13),1979"
10864,M.Shima+,"J,CJP,56,1340,1978"
10865,W.J.Maeck+,"R,ICP-1142,1978"
10866,R.E.Brown+,"J,PR/C,16,513,1977"
10867,J.Rapaport+,"J,NP/A,313,1,1979"
10868,R.L.Macklin+,"J,NSE,71,182,1979"
10869,C.M.Mc cullagh+,"J,PR/C,19,539,1979"
10870,H.E.Siefken+,"J,PR/C,19,365,1979"
10871,J.Rapaport+,"J,NP/A,296,95,1978"
10872,G.Pantis+,"J,CJP,57,132,1979"
10873,R.L.Macklin+,"J,NSE,82,143,1982"
10874,Y.Nakagome+,"J,PR/C,43,1824,1991"
10875,R.L.Macklin+,"J,NSE,73,174,1980"
10876,A.Smith+,"J,NP/A,332,297,1979"
10877,J.M.Harrison+,"J,BAP,24,657(HF7),1979"
10878,R.E.Toohey+,"J,PR/C,9,346,1974"
10879,A.Smith+,"J,NSE,72,293,1979"
10880,T.Von egidy+,"J,PR/C,20,944,1979"
10881,H.I.Liou+,"C,79KNOX,,80,1979"
10882,R.R.Winters+,"J,PR/C,21,563,1980"
10883,G.L.Morgan,"J,NSE,72,359,1979"
10884,G.F.Auchampaugh+,"J,NSE,69,30,1979"
10885,R.E.Chrien+,"J,PR/C,13,578,1976"
10886,A.Smith+,"J,NSE,73,186,1980"
10887,L.W.Weston+,"J,NSE,79,184,1981"
10888,J.D.Kellie+,"C,79KNOX,,48,1979"
10889,G.P.Lamaze+,"W,SCHRACK,1979"
10890,J.K.Dickens+,"J,NSE,73,42,1980"
10891,P.J.Bendt+,"R,LA-7853,1979"
10892,M.L.Evans+,"J,PR/C,26,2525,1982"
10893,E.K.Hulet+,"J,PAC,53,973,1981"
10894,J.K.Dickens,"J,NSE,70,177,1979"
10895,R.L.Macklin+,"J,NSE,71,205,1979"
10896,D.J.Horen+,"J,PR/C,20,478,1979"
10897,M.A.Monzyk+,"J,PR/C,20,212,1979"
10898,W.J.Maeck+,"R,ENICO-1001,1979"
10899,D.M.Drake+,"R,LA-7855,1979"
10900,D.L.Smith+,"J,NSE,76,43,1980"
10901,D.C.Hoffman+,"J,PR/C,21,637,1980"
10902,D.L.Smith+,"J,NSE,76,61,1980"
10903,N.S.P.King+,"J,PR/C,21,1185,1980"
10904,A.B.Smith+,"J,NP/A,373,305,1982"
10905,R.Gwin+,"R,ORNL-TM-7148,1980"
10906,D.C.Larson+,"R,ORNL-TM-8203,1983"
10907,J.E.Bond+,"J,NP/A,258,189,1976"
10908,R.Garrett+,"J,PR/C,21,1149,1980"
10909,D.K.Olsen+,"C,79KNOX,,677,1979"
10910,H.R.Hooper+,"J,PR/C,20,2041,1979"
10911,A.Smith+,"J,NSE,76,357,1980"
10912,G.G.Slaughter+,"C,74PETTEN,,277,1974"
10913,A.L.Prindle+,"J,PR/C,20,1824,1979"
10914,H.Knox+,"C,79KNOX,,783,1979"
10915,G.L.Morgan,"R,ORNL-5563,1979"
10916,R.E.Chrien+,"J,NP/A,436,205,1985"
10917,W.J.Maeck+,"R,ENICO-1046,1980"
10918,B.W.Wehring+,"J,ANS,35,551,1980"
10919,L.M.Bollinger+,"R,USNDC-7,21,1973"
10920,L.E.Glendenin+,"J,PR/C,22,152,1980"
10921,G.Winkler+,"J,NSE,76,30,1980"
10922,D.L.Smith+,"J,NSE,78,359,1981"
10923,D.C.Hoffman+,"J,PR/C,21,972,1980"
10924,E.K.Hulet+,"J,PR/C,21,966,1980"
10925,D.Hoffman+,"J,PR/C,22,1581,1980"
10926,D.C.Larson+,"J,NSE,75,151,1980"
10927,S.Raman+,"J,PR/C,22,328,1980"
10928,S.Raman+,"J,PR/C,23,1979,1981"
10929,S.Plattard+,"J,PRL,46,633,1981"
10930,J.Halperin+,"J,NSE,75,56,1980"
10931,R.W.Finlay+,"J,NP/A,344,257,1980"
10932,R.W.Finlay+,"J,NP/A,338,45,1980"
10933,D.W.Kneff+,"J,NSE,92,491,1986"
10934,W.P.Poenitz,"C,79BOLOGN,,85,1979"
10935,W.P.Poenitz+,"J,NSE,78,333,1981"
10936,C.L.Morris+,"J,PR/C,9,924,1974"
10937,C.A.Fontenla+,"J,PRL,44,1200,1980"
10938,T.Bradley+,"C,79KNOX,,344,1979"
10939,R.T.Jones+,"J,NSE,93,171,1986"
10940,C.Zanelli+,"J,PR/C,23,1015,1981"
10941,J.R.Smith+,"R,EPRI-NP-3436,(1),1984"
10942,M.S.Moore+,"C,79KNOX,,703,1979"
10943,R.M.Brugger+,"C,79KNOX,,86,1979"
10944,R.E.Shamu+,"R,LBL-11118,128,1980"
10945,T.W.Phillips+,"J,PR/C,22,384,1980"
10946,A.D.Carlson,"J,RE,96,109,1986"
10947,D.J.Grady+,"C,79KNOX,,976,1979"
10948,J.B.Czirr+,"C,79KNOX,,84,1979"
10949,O.A.Wasson+,"J,BAP,16,496(AH9),1971"
10950,O.A.Wasson+,"J,NSE,81,196,1982"
10951,A.D.Carlson+,"C,79KNOX,,971,1979"
10952,V.Kulkarni+,"J,NP/A,367,157,1981"
10953,Y.Yamanouti+,"C,79KNOX,,146,1979"
10954,R.R.Spencer+,"J,NSE,80,603,1982"
10955,J.A.Harvey+,"C,79KNOX,,690,1979"
10956,R.C.Little+,"J,NSE,79,175,1981"
10957,C.Zanelli+,"C,80BNL,,313,1980"
10958,S.M.El-kadi+,"J,NP/A,390,509,1982"
10959,A.Z.Hussein+,"J,NSE,78,370,1981"
10960,R.C.Haight+,"J,PR/C,23,700,1981"
10961,J.K.Dickens+,"J,NSE,77,146,1981"
10962,J.K.Dickens+,"J,PR/C,23,331,1981"
10963,J.B.Garg+,"J,PR/C,23,683,1981"
10964,S.T.Lam+,"J,PR/C,22,2485,1980"
10965,P.Grabmayr+,"J,NP/A,350,167,1980"
10966,J.E.Gindler+,"J,JIN,43,1433,1981"
10967,J.E.Gindler+,"J,JIN,43,445,1981"
10968,J.Arbo+,"J,BAP,18,96(HG4),1973"
10969,R.W.Hockenbury+,"C,73ROCH,2,502,1973"
10970,E.R.Graves+,"R,NCSAC-42,158,1971"
10971,O.A.Wasson+,"J,NSE,80,282,1982"
10972,O.A.Wasson+,"R,USNDC-7,36,1973"
10973,D.K.Olsen+,"J,NSE,82,289,1982"
10974,T.C.Chapman+,"R,ENICO-10016,1983"
10975,G.M.Brown+,"J,ACR/B,29,2393,1973"
10976,G.L.Morgan+,"J,NSE,61,337,1976"
10977,G.L.Morgan,"R,ORNL-5499,1979"
