Entry,author1
F0199,M.A.Crosby+
F0200,R.B.Taylor+
F0201,J.A.Green+
F0202,B.Fabre+
F0203,W.Buck+
F0204,J.H.Towle+
F0205,R.L.Hahn+
F0206,J.R.Davis+
F0207,O.D.Brill'
F0208,A.Osman+
F0209,G.U.Din+
F0210,B.Bilwes+
F0211,J.C.Overley+
F0212,Yu.G.Mashkarov+
F0213,M.T.Collins+
F0214,G.D.Symons+
F0215,K.H.Purser+
F0216,K.Battleson+
F0217,J.W.Cronin
F0218,K.A.Weaver+
F0219,B.W.Filippone+
F0220,P.David+
F0221,W.Fitz+
F0222,S.A.Goncharov+
F0223,G.U.Din+
F0224,J.G.Jenkin+
F0225,V.V.Verbinski+
F0226,I.I.Bondouk+
F0227,W.Von oertzen+
F0228,J.R.Davis+
F0229,L.L.Lee jr+
F0230,M.Aleksic+
F0231,J.Decharge+
F0232,F.C.Young+
F0233,N.Sakamoto+
F0234,R.K.Smither
F0235,G.J.F.Legge
F0236,A.Strzalkowski
F0237,G.B.Yankov+
F0238,D.Miljanic+
F0239,B.Borderie+
F0240,N.Cindro+
F0241,J.A.R.Griffith+
F0242,I.Resnick+
F0243,Kim Syn Nam+
F0244,A.K.Walter+
F0245,O.B.Chubinskiy+
F0246,J.B.Marion+
F0247,J.R.Risser+
F0248,E.B.Paul+
F0249,F.Ajzenberg-selove+
F0250,O.Ames+
F0251,H.D.Holmgren+
F0252,E.A.Wolicki+
F0253,V.D'amico+
F0254,J.K.Mira+
F0255,O.I.Vasil'eva+
F0256,M.Pignanelli+
F0257,J.Kokame
F0258,Z.L.Wang+
F0259,P.E.Garrett+
F0260,J.Kjellman+
F0261,S.Hinds+
F0262,P.D.Forsyth+
F0263,D.B.James+
F0264,N.T.Okumusoglu+
F0265,F.Zijderhand+
F0266,A.S.Deineko+
F0267,V.N.Dobrikov+
F0268,A.Kiss+
F0269,A.S.Deineko+
F0270,M.K.Juric
F0271,J.B.Seaborn+
F0272,Z.Berant+
F0273,S.Kakigi+
F0274,A.Gallmann+
F0275,R.M.Tisinger+
F0276,A.Gallmann+
F0277,R.Middleton+
F0278,H.D.Holmgren+
F0279,A.A.Jaffe+
F0280,R.W.Kavanagh+
F0281,W.Bohne+
F0282,B.B.Marsh+
F0283,G.J.F.Legge+
F0284,O.D.Brill+
F0285,A.S.Deineko+
F0286,J.M.Davidson+
F0287,M.N.H.Comsan+
F0288,J.Hoehn+
F0289,K.Wohlleben+
F0290,E.F.Garman+
F0291,A.I.Levon+
F0292,N.W.Glass+
F0293,W.Buck+
F0294,F.Borchers+
F0295,H.D.Holmgren+
F0296,V.I.Serov+
F0297,V.A.Vukolov+
F0298,L.K.Fifield+
F0299,A.Berinde+
F0300,L.G.Earwaker
F0301,M.Suffert
F0302,C.M.Class+
F0303,G.Gambarini+
F0304,C.N.Davids
F0305,S.S.Vasilev+
F0306,K.Van der borg+
F0307,R.E.Segel+
F0308,K.P.Artemov+
F0309,S.Gorodetzky+
F0310,D.R.Goosman+
F0311,R.J.Peterson+
F0312,H.H.Gutbrod+
F0313,J.A.Neuendorffer+
F0314,G.Hanke+
F0315,A.J.Morton+
F0316,N.H.Gale+
F0317,Z.A.Saleh+
F0318,B.Stepancic+
F0319,Mauro W.Buser
F0320,W.Buck+
F0321,E.R.Flynn+
F0322,J.K.Bair+
F0323,V.Y.Hansper+
F0324,A.S.Deineko+
F0325,G.Dearnaley+
F0326,P.Hauge+
F0327,D.Rendic+
F0328,J.D.Goss+
F0329,D.A.Bromley+
F0330,F.J.Vaughn+
F0331,H.R.Schelin+
F0332,R.E.Segel+
F0333,M.Allab+
F0334,R.V.Poore+
F0335,S.Hinds+
F0336,H.W.Barz+
F0337,M.Anghinolfi+
F0338,F.de S.Barros+
F0339,H.Oeschler+
F0340,A.Degre+
F0341,G.J.H.Jacobs+
F0342,S.E.Hunt+
F0343,M.Fujishiro+
F0344,R.G.Allas+
F0345,J.Szabo+
F0346,W.E.Burcham+
F0347,W.E.Burcham+
F0348,G.R.Harrison+
F0349,Yu.G.Mashkarov+
F0350,J.F.Cavaignac+
F0351,K.A.Snover+
F0352,F.S.Eby
F0353,J.Aguilar+
F0354,S.L.Blatt+
F0355,C.Brassard+
F0356,J.B.A.England+
F0357,J.A.Becker+
F0358,M.Anghinolfi+
F0359,B.D.Anderson+
F0360,G.Kernel+
F0361,R.E.Holland+
F0362,H.E.Gove+
F0363,T.Huus+
F0364,H.E.Gove+
F0365,R.L.Becker
F0366,E.Friedland+
F0367,G.Breuer
F0368,A.A.Cowley+
F0369,C.H.Paris+
F0370,C.H.Paris+
F0371,V.Valkovic+
F0372,M.N.H.Comsan+
F0373,D.I.Tambovtsev
F0374,O.Beckman+
F0375,K.Dzhanobilov+
F0376,H.O.Klages+
F0377,S.Gorodetzky+
F0378,M.F.Andreev+
F0379,T.Inoue+
F0380,R.A.Dayras+
F0381,O.M.Bilaniuk+
F0382,W.Reichelt+
F0383,Bo Sjogren
F0384,H.R.Weller+
F0385,W.Gruhle+
F0386,E.Friedland+
F0387,D.G.Sargood+
F0388,Yu.G.Dragunov+
F0389,P.R.Almond+
F0390,W.Busse+
F0391,M.Croissiaux
F0392,H.Fuchs+
F0393,R.H.Siemssen+
F0394,E.J.Ludwig+
F0395,H.Fuchs+
F0396,J.J.Leigh+
F0397,P.Corvisiero+
F0398,R.A.I.Bell+
F0399,F.C.Young+
F0400,M.N.H.Comsan
F0401,L.van der zwan+
F0402,A.Nilsson+
F0403,F.Kadirov+
F0404,R.Ceuleneer+
F0405,K.Malushinska+
F0406,C.D.Zafiratos+
F0407,J.R.Patterson+
F0408,L.W.J.Wild+
F0409,A.S.Deineko+
F0410,P.W.Chudleigh+
F0411,J.M.Lombaard+
F0412,F.C.Young+
F0413,W.R.Coker+
F0414,A.Nilsson+
F0415,W.Gemeinhardt+
F0416,D.Kamke+
F0417,F.Nusslin+
F0418,L.Strauss+
F0419,G.Deconninck+
F0420,M.Kondo+
F0421,M.Youn+
F0422,D.S.Gemmell+
F0423,E.Almqvist+
F0424,A.P.Kobzev+
F0425,P.D.Parker
F0426,E.M.Bernstein
F0427,R.Fulle+
F0428,G.S.Mani+
F0429,B.A.Robson+
F0430,H.E.Gove+
F0431,K.Bahr+
F0432,R.T.Carpenter+
F0433,F.C.Young+
F0434,S.Hinds+
F0435,J.G.Jenkin+
F0436,W.C.Redman
F0437,H.T.Richards+
F0438,O.Ames+
F0440,C.P.Browne+
F0441,M.Takeda+
F0442,R.Bouchez+
F0443,C.L.Bailey+
F0444,I.Linck+
F0445,K.Ono+
F0446,O.I.Vasilyeva+
F0447,W.R.Coker+
F0448,C.Rolfs
F0449,G.S.Mutchler+
F0450,G.Deconninck+
F0451,A.Saganek+
F0452,I.Sledzinska+
F0453,A.Castellanos+
F0454,R.A.Jarjis
F0455,I.Bondouk+
F0456,N.Arena+
F0457,M.Lattuada+
F0458,P.Corvisiero+
F0459,M.Ivascu+
F0460,H.J.Annegarn+
F0461,A.Bredback+
F0462,H.Stocker+
F0463,H.L.Adair
F0464,T.W.Bonner+
F0465,G.S.Mani+
F0466,J.L.Black+
F0467,P.D.Forsyth+
F0468,R.R.Wu+
F0469,J.Kjellman
F0470,W.Del bianco+
F0471,M.Girod+
F0472,J.Singh
F0473,R.A.I.Bell+
F0474,Yu.G.Mashkarov+
F0475,D.F.Hebbard+
F0476,R.G.Miller+
F0477,E.Delacroix+
F0478,A.V.Spassky+
F0479,A.V.Spassky+
F0480,M.Niecke+
F0481,W.Liu+
F0482,L.Van der zwan+
F0483,G.A.Feofilov+
F0484,C.Meynadier+
F0485,S.G.Tims+
F0486,T.Mo+
F0487,H.D.Holmgren+
F0488,S.Hinds+
F0489,M.K.Juric+
F0490,J.R.Patterson+
F0491,J.R.Patterson+
F0492,D.M.Thomson+
F0493,C.P.Robinson+
F0494,U.Rohrer+
F0495,F.Michel+
F0496,V.S.Sadkovskiy+
F0497,S.Ya.Aisina+
F0498,J.Perchereau
F0499,N.S.Zelenskaya+
F0500,S.Barhoumi+
F0501,P.Misaelides+
F0502,F.Hammache+
F0503,R.Roy+
F0504,C.Volant+
F0505,B.I.Kuznetsov+
F0506,E.Fretwurst+
F0507,R.W.Michelmann+
F0508,A.A.Cowley+
F0509,F.Pellegrini+
F0510,R.N.Hall+
F0511,G.Giorginis+
F0512,M.Takeda+
F0513,P.Schmalbrock+
F0514,N.Tanner
F0515,R.W.Kavanagh+
F0516,S.Wilmes+
F0517,L.Van der zwan+
F0518,L.K.Fifield+
F0519,A.A.Cowley+
F0520,A.J.Salmon
F0521,L.C.Bland+
F0522,C.R.Bingham+
F0523,S.N.Abramovich+
F0524,L.N.Generalov+
F0525,L.N.Generalov+
F0526,S.N.Abramovich+
F0527,V.Y.Hansper+
F0528,F.Ballester+
F0529,N.J.Davis+
F0530,L.N.Generalov+
F0531,A.D'arrigo+
F0532,A.D'arrigo+
F0533,N.V.Eremin+
F0534,S.Abd el-kariem+
F0535,A.F.Scott+
F0536,D.Bucurescu+
F0537,D.Bucurescu+
F0538,A.Turowiecki+
F0539,P.Corvisiero+
F0541,F.Merz+
F0542,S.Piskor+
F0543,T.Ramsoy+
F0544,H.F.Keller+
F0545,P.M.Endt+
F0546,V.D'amico+
F0547,N.J.Davis+
F0548,W.Zipper+
F0549,M.Zadro+
F0550,T.S.Bauer+
F0551,D.Frekers+
F0552,J.Lang+
F0553,D.Bucurescu+
F0554,K.P.Artemov+
F0555,H.Costantini+
F0556,L.N.Generalov+
F0557,F.Baldeweg+
F0558,J.P.L.Reinecke+
F0559,F.Zijderhand+
F0560,K.A.Kuterbekov+
F0561,A.D.Duysebaev+
F0562,W.Galster+
F0563,V.A.Poyarkov+
F0564,V.A.Poyarkov+
F0565,S.M.Duvanov+
F0566,M.Ieiri+
F0567,H.Oeschler+
F0569,YANG GUOHUA+
F0570,N.T.Burtebaev+
F0571,R.Salomonovic
F0572,A.V.Ignatenko+
F0573,ZHENGMIN LIU+
F0574,J.Lega+
F0575,S.Burzynski+
F0576,L.N.Generalov+
F0577,F.Zijderhand+
F0578,E.A.Romanovskij+
F0579,L.V.Dubar+
F0580,A.Redder+
F0581,I.N.Vishnevskij+
F0582,V.I.Grantsev+
F0583,T.Hasegawa+
F0584,M.J.Hurst+
F0585,A.D.Robb+
F0586,A.Vidal-quadras+
F0587,E.Berthoumieux+
F0588,A.Szczurek+
F0589,C.Huansheng+
F0590,J.Cseh+
F0591,A.Bobrowska+
F0592,J.Ploskonka+
F0593,C.Lemeille+
F0594,K.Chyla+
F0595,L.Jarczyk+
F0596,A.Grzeszczuk+
F0597,K.Bodek+
F0598,A.Bobrowska+
F0599,K.-M.Kallman+
F0602,A.Coban+
F0603,A.Budzanowski+
F0604,K.W.Carter+
F0605,R.B.Watson+
F0606,R.Zybert+
F0608,K.-M.Kallman+
F0609,J.P.F.Sellschop+
F0610,J.P.F.Sellschop+
F0612,Yuan Rongfang+
F0613,O.Beer+
F0614,M.Siemaszko+
F0615,N.J.Davis+
F0616,M.Babilon+
F0617,W.Wuhr+
F0618,K.Masumoto+
F0620,Y.Itoh+
F0622,J.Vernotte+
F0623,J.Vernotte+
F0625,G.Gaul+
F0626,K.A.Eberhard+
F0627,A.Chevallier+
F0628,K.A.Eberhard+
F0629,H.J.Apell+
F0630,R.Prasad+
F0631,E.Blanke+
F0632,J.W.Maas+
F0633,T.F.Thorsteinsen+
F0637,H.Hulubei+
F0638,W.Gruhle+
F0639,H.Lohner+
F0640,A.Chatterjee+
F0642,P.Manngard
F0643,D.Bohle+
F0644,S.K.B.Hesmondhalgh+
F0645,H.P.Gubler+
F0646,A.G.Drentje+
F0647,H.Schmeing+
F0650,K.Kocher+
F0653,P.Manngard+
F0654,A.Ray+
F0655,K.Jankowski+
F0656,W.Fitz+
F0657,Th.Delbar+
F0658,J.J.Lawrie+
F0659,P.J.M.Smulders+
F0660,K.R.Artemov+
F0661,J.Lega+
F0662,E.Labie+
F0663,P.R.Gardner+
F0664,H.Ropke+
F0665,P.J.Nolan+
F0666,G.Alenius+
F0667,A.E.Antropov+
F0668,V.Yu.Gonchar+
F0670,N.N.Pavlova+
F0672,N.N.Pavlova+
F0673,N.S.Zelenskaya+
F0675,B.I.Kuznetsov+
F0677,A.A.Yukhimchuk+
F0678,E.Labie+
F0683,W.A.Sterrenburg+
F0684,K.W.Carter+
F0685,L.N.Generalov+
F0686,P.R.G.Lornie+
F0687,P.P.Zarubin+
F0688,S.E.Belov+
F0690,G.D.Alkhazov+
F0691,F.Hammache+
F0692,W.De coster+
F0693,J.D.Macarthur+
F0694,J.D.A.Roeders+
F0695,N.Arena+
F0696,Y.V.Nikitenko+
F0697,B.I.Kuznetsov+
F0698,S.V.Artemov+
F0699,W.Weiss+
F0700,W.Karcz+
F0701,F.Puhlhofer+
F0702,J.A.Stander+
F0703,N.Bordes+
F0704,B.Ja.Guzhovskij+
F0705,B.Yu.Guzhovskij+
F0706,A.Valek+
F0707,K.T.Knopfle+
F0708,J.Bommer+
F0709,M.Ermer+
F0710,M.Drosg+
F0711,C.J.Oliver+
F0712,I.M.Naqib+
F0713,J.L.Alty+
F0714,H.Guratzsch+
F0715,A.Bobrowska+
F0716,L.N.Generalov+
F0717,K.Glasner+
F0718,V.Gomes porto+
F0719,K.Boehle+
F0720,P.Marmier+
F0721,S.Mubarakmand+
F0722,M.A.M.Shahabuddin+
F0723,L.Jarczyk+
F0724,G.Lodin+
F0725,F.Vogler+
F0726,R.Bonetti+
F0727,O.Dietzsch+
F0728,L.Mesko+
F0729,H.J.Hauser+
F0730,B.V.Zhuravlev
F0731,D.M.Stanojevic+
F0732,J.M.Delbrouck-habaru+
F0733,L.T.Van der bijl+
F0734,A.A.Hassan+
F0735,B.V.Zhuravlev+
F0736,R.C.Brown+
F0737,H.Fuchs+
F0738,E.Becheva+
F0739,R.De swiniarski+
F0740,H.V.Geramb+
F0741,S.Wilmes+
F0743,H.M.Sen gupta+
F0744,J.D.Zumbro+
F0745,W.Liu+
F0746,E.Sauvan+
F0747,V.M.Lebedev+
F0748,S.Wilmes+
F0749,J.H.Bjerregaard+
F0750,A.V.Ignatenko+
F0751,V.M.Bezotosny+
F0752,A.U.Aldzhauakhiri+
F0753,F.Ballester+
F0754,V.Z.Goldberg+
F0755,R.Bonetti+
F0756,C.Spitaleri+
F0757,A.Chafa+
F0758,N.Burtebaev+
F0759,N.Burtebaev
F0760,L.N.Generalov+
F0761,L.I.Galanina+
F0762,V.V.Lazarev+
F0763,N.T.Burtebaev+
F0764,M.Brenner+
F0766,M.K.Baktybaev+
F0767,N.Burtebaev+
F0768,A.D.Duysebaev+
F0769,I.V.Kuznetsov+
F0770,Yu.E.Penionzhkevich+
F0771,S.B.Sakuta+
F0772,N.Burtebaev+
F0773,V.Yu.Ugryumov+
F0774,D.V.Aleksandrov+
F0775,N.Burtebaev+
F0776,V.Yu.Alexakhin+
F0777,V.N.Bragin+
F0778,L.N.Generalov+
F0779,Yu.A.Glukhov+
F0780,S.V.Artemov+
F0781,O.I.Vasileva+
F0782,A.Djaloeis+
F0783,N.Willis+
F0784,S.V.Artemov+
F0785,A.Gollwitzer+
F0786,S.Harissopulos+
F0787,W.R.Mcmurray+
F0788,V.Meyer+
F0789,A.S.Clough+
F0790,R.H.Siemssen+
F0791,J.M.Nelson+
F0792,T.Vertse+
F0793,H.P.Morsch+
F0794,A.Stabler+
F0795,K.M.Subotic+
F0796,T.Gudehus+
F0797,W.Bohne+
F0798,W.Oelert+
F0799,H.P.Morsch+
F0800,M.Lamehi-rachti+
F0801,M.A.Moinester+
F0802,M.J.A.De voigt+
F0803,J.R.Davis+
F0804,J.Bommer+
F0805,J.Bommer+
F0806,H.R.Schelin+
F0807,V.I.Serov+
F0808,R.Kunz+
F0809,K.Czerski+
F0810,A.Formicola+
F0811,A.Zucchiatti+
F0812,E.Warde+
F0813,J.S.Hanspal+
F0814,K.Czerski+
F0816,M.Bosman+
F0817,S.Kumar+
F0818,E.Khan+
F0819,J.L.Escudie+
F0820,H.Emling+
F0821,S.V.Artemov+
F0822,V.Riech+
F0823,O.V.Bochkarev+
F0824,A.F.Scott+
F0825,S.K.B.Hesmondhalgh+
F0826,M.S.Hussein+
F0827,A.Pfeiffer+
F0828,H.Clement+
F0829,S.M.Burnett+
F0830,J.Rama rao+
F0831,G.Lovhoiden+
F0832,Z.Szeflinski+
F0833,C.I.W.Tingwell+
F0834,C.I.W.Tingwell+
F0835,T.V.Chuvilskaya+
F0836,A.V.Ignatenko+
F0837,Yu.E.Penionzhkevich+
F0838,V.A.Karabash+
F0839,L.I.Galanina+
F0840,I.Ya.Barit+
F0841,J.B.A.England+
F0842,M.E.Cage+
F0843,A.M.La gamma+
F0844,C.Corazza+
F0845,A.M.Yasnogorodsky+
F0846,A.S.Dem'yanova+
F0847,M.Lahanas+
F0848,L.H.Rosier+
F0849,A.Willis+
F0850,Nguyen Van Sen+
F0851,G.Lo bianco+
F0852,A.Marinov+
F0853,A.S.Demyanova+
F0854,T.F.Thorsteinsen+
F0855,U.Fister+
F0856,H.Voit+
F0857,L.Glowacka+
F0858,A.A.Kulko+
F0859,M.Bogdanovic+
F0860,N.Kaffrell+
F0861,J.B.A.England+
F0862,H.Fuchs+
F0863,J.Guillot+
F0864,E.A.Romanovskii+
F0865,K.B.Baktybaev+
F0866,V.B.Gubin+
F0867,G.A.Feofilov+
F0868,N.T.Burtebaev+
F0869,V.B.Gubin+
F0870,K.P.Artemov+
F0871,N.S.Zelenskaya+
F0872,N.I.Venikov+
F0873,Yu.A.Glukhov+
F0874,K.Beckert+
F0875,V.F.Litvin+
F0876,Yu.F.Andronov+
F0877,V.B.Gubin+
F0878,V.A.Matusevich+
F0879,K.P.Artemov+
F0880,V.V.Boikov+
F0881,O.D.Brill+
F0882,C.J.Marchese+
F0883,H.Fuchs+
F0884,V.M.Lebedev+
F0885,V.M.Lebedev+
F0886,A.E.Antropov+
F0887,V.Z.Goldberg+
F0888,V.V.Okorokov+
F0889,R.K.Jolly+
F0890,L.Jarczyk+
F0891,C.M.Lamba+
F0892,S.V.Artemov+
F0893,A.E.Antropov+
F0894,G.S.Gurevich+
F0895,E.Ungricht+
F0896,V.B.Gubin+
F0897,N.S.Zelenskaya+
F0898,M.I.El-zaiki+
F0899,I.R.Gulamov+
F0900,V.S.Siksin+
F0901,V.V.Okorokov+
F0902,E.A.Romanovskii+
F0903,Yu.A.Glukhov+
F0904,L.Drigo+
F0905,A.Ruh+
F0906,H.H.Duhm+
F0907,B.Tatischeff+
F0908,G.Scheklinski+
F0909,M.L.Andersen+
F0910,G.Brown+
F0911,V.M.Zabegai+
F0912,S.S.Vasilyev+
F0913,M.A.Abuzeid+
F0914,A.E.Antropov+
F0915,V.I.Borovlev+
F0916,V.I.Borovlev+
F0917,G.L.Vysotskii+
F0918,J.R.Vanhoy+
F0919,G.Roy+
F0920,G.A.Krivonosov+
F0921,K.Meier-ewert+
F0922,H.M.Omar+
F0923,A.E.Antropov+
F0924,C.Van der leun+
F0925,L.Zolnai+
F0926,E.A.Romanovskii+
F0927,G.K.Khomyakov+
F0928,H.R.Weller+
F0929,R.A.Atneosen+
F0930,R.Arking+
F0931,K.V.K.Iyengar+
F0932,C.Schmidt+
F0933,R.L.Kozub+
F0934,J.B.Reynolds+
F0935,A.E.Antropov+
F0936,A.E.Antropov+
F0937,P.P.Zarubin+
F0938,V.Yu.Padalko+
F0939,L.Broman+
F0940,N.T.Burtebaev+
F0941,J.L.Wiza+
F0942,L.F.Hansen+
F0943,J.Rapaport+
F0944,S.S.Vasilyev+
F0945,A.K.Val'ter+
F0946,S.Maripuu
F0947,S.Maripuu
F0948,E.Koltay+
F0949,N.A.Mansour+
F0950,M.Cenja+
F0951,P.M.Gopych+
F0952,K.V.Karadzhev+
F0953,V.M.Lebedev+
F0954,R.J.de meijer+
F0955,A.I.Popov+
F0956,J.Silverstein+
F0957,A.V.Spassky+
F0958,A.K.Val'ter+
F0959,A.K.Val'ter+
F0960,K.V.Karadzhev+
F0961,E.A.Romanovskij+
F0962,A.N.James
F0963,B.H.Wildenthal+
F0964,S.S.Vasilyev+
F0965,C.L.Bailey+
F0966,M.Corti+
F0967,D.R.Neher+
F0968,J.R.Meriwether+
F0969,G.E.Fischer+
F0970,H.M.Kuan+
F0971,W.F.Vogelsang+
F0972,J.M.Calvert+
F0973,W.C.Parkinson
F0974,C.Van der leun+
F0975,R.J.Slobodrian
F0976,H.Taketani+
F0977,D.J.Williams+
F0978,E.A.Romanovskii+
F0979,S.Ouichaoui+
F0980,C.C.Kim+
F0981,D.F.Fang+
F0982,S.Ouichaoui+
F0983,T.R.Ophel+
F0984,G.Ya.Vysotskij+
F0985,T.W.Bonner+
F0986,K.C.Mclean+
F0987,J.G.Jenkin+
F0988,B.E.F.Macefield+
F0989,L.S.Azhgirey+
F0990,H.F.Lutz+
F0991,N.O.Lassen+
F0992,F.H.Read+
F0993,R.H.Spear+
F0994,F.Pellegrini+
F0995,B.G.Harvey+
F0996,H.Hulubei+
F0997,A.E.Antropov+
F0998,L.N.Generalov+
F0999,N.N.Krasnov+
F1000,C.Mayer-boricke+
F1001,S.S.Vasilyev+
F1002,A.N.Lvov+
F1003,G.Dearnaley+
F1004,G.B.Andreev+
F1005,V.E.Storizhko+
F1006,J.Vernotte+
F1007,A.P.Klyucharev+
F1008,A.T.Baranik+
F1009,A.P.Klyucharev+
F1010,M.Cenja+
F1011,M.A.Abudzei+
F1012,W.Mittig+
F1013,R.W.Harris+
F1014,W.A.Schier+
F1015,R.J.Ellison+
F1016,P.S.Fisher+
F1017,R.L.Johnston+
F1018,D.F.Measday+
F1019,L.V.Gustova+
F1020,E.D.Teterin+
F1021,A.E.Antropov+
F1022,A.G.Blair+
F1023,R.N.Horoshko+
F1024,R.J.Peterson
F1025,H.M.Sen gupta+
F1026,T.Holtebekk
F1027,A.E.Antropov+
F1028,H.W.Broek+
F1029,I.N.Korostova+
F1030,A.N.Vereshchagin+
F1031,V.K.Deshpande
F1032,M.A.Abuzeid+
F1033,M.A.Abuzeid+
F1034,V.E.Storizhko+
F1035,G.Calvi+
F1036,N.P.Heydenburg+
F1037,K.V.Karadzhev+
F1038,J.H.Bjerregaard+
F1039,K.L.Warsh+
F1040,F.C.Barker+
F1041,J.M.Morris+
F1042,D.Frekers+
F1043,J.A.Lonergan+
F1044,J.M.F.Jeronymo+
F1045,S.Gorodetzky+
F1046,S.Gorodetzky+
F1047,L.G.Lawrence+
F1048,M.Lambert+
F1049,G.G.Ohlsen+
F1050,H.Beaumevieille+
F1051,I.V.Mitchell+
F1052,P.R.Chagnon
F1053,N.E.Davison+
F1054,M.F.Jahns+
F1055,J.M.Lacambra+
F1056,J.D.Larson+
F1057,N.A.Mansour+
F1058,L.C.Mcintyre jr+
F1059,R.Morlock+
F1060,Y.Ozawa+
F1061,W.A.Schier+
F1062,Y.Takeuchi+
F1063,W.J.Thompson+
F1064,C.Van der leun+
F1065,H.Cords+
F1066,W.P.Alford+
F1067,V.Y.Gontchar+
F1068,O.Hausser+
F1069,L.I.Galanina+
F1070,G.P.Lawrence+
F1071,W.Del bianco+
F1072,J.C.Armstrong+
F1073,V.A.Latorre+
F1074,J.H.Williamson
F1075,H.Ropke+
F1076,D.P.Lindstrom+
F1077,R.L.A.Cottrell+
F1078,W.Del bianco+
F1079,G.D.Putt
F1080,A.Osman+
F1083,V.M.Bystritsky+
F1084,B.V.Zhuravlev+
F1085,H.R.Saad+
F1086,M.K.Mehta+
F1087,S.S.Vasil'ev+
F1088,D.Cline+
F1089,J.Stevens+
F1090,D.G.Gerke+
F1091,J.J.Schwartz+
F1092,J.P.Schapira+
F1093,I.Fodor+
F1094,S.N.Wosu
F1095,Y.Rihet+
F1096,S.S.Vasilev+
F1097,C.Gaarde+
F1098,B.Bosnjakovic+
F1099,D.Dietzsch+
F1100,A.B.Kurepin+
F1101,S.Mayo+
F1102,H.Niewodniczanski+
F1103,P.G.Roll+
F1104,R.Middleton+
F1105,A.V.Cohen+
F1106,A.N.James+
F1107,J.Aguilar+
F1108,R.L.Bramblett+
F1109,W.J.Naude+
F1110,R.P.Kolalis+
F1111,S.S.Vasilev+
F1112,Yu.A.Nemilov+
F1113,F.Pellegrini
F1114,G.W.Greenlees+
F1115,A.N.James
F1116,O.H.Gailar+
F1117,J.L.Weil+
F1118,B.Zeidman+
F1119,V.M.Rout+
F1120,H.J.Erramuspe+
F1121,W.W.Pratt
F1122,A.V.Cohen+
F1123,P.E.Hodgson+
F1124,R.W.Kavanagh
F1125,Z.F.Kalacheva+
F1126,J.S.Blair+
F1127,B.Ya.Guzhovskii+
F1128,J.B.A.England+
F1129,R.A.Astabatyan+
F1130,J.Singh
F1131,G.Th.Kaschl+
F1132,P.H.Barker+
F1133,I.M.Borkin+
F1134,A.E.Antropov+
F1135,A.E.Antropov+
F1136,R.Chiba
F1137,A.E.Antropov+
F1138,A.E.Denisov+
F1139,G.D.Adeev+
F1140,S.V.Artemov+
F1141,G.A.Feofilov+
F1142,A.D.Duisebaev+
F1143,A.E.Antropov+
F1144,A.E.Antropov+
F1145,A.D.Duisebaev+
F1146,R.J.Peterson+
F1147,A.E.Antropov+
F1148,A.V.Ignatenko+
F1149,W.S.Chan+
F1150,V.A.Matusevich+
F1151,D.C.J.M.Hageman+
F1152,R.C.Bearse+
F1153,K.Gmur+
F1154,A.V.Smirnov+
F1155,T.V.Orlova+
F1156,Yu.A.Aleksandrov+
F1157,V.Z.Goldberg+
F1158,R.P.Kolalis+
F1159,V.F.Litvin+
F1160,N.N.Pavlova+
F1161,G.D.Adeev+
F1162,K.Beckert+
F1163,B.L.Cohen+
F1164,M.Crut+
F1165,N.E.Davison+
F1166,G.R.Smith+
F1167,E.M.Burymov+
F1168,V.Yu.Gonchar+
F1169,A.E.Taylor+
F1170,F.A.El bedewi+
F1171,G.S.Valiev+
F1172,A.V.Belozerov+
F1173,A.B.Kurepin+
F1174,V.V.Okorokov+
F1175,C.Gaarde+
F1176,B.Ya.Guzhovskii+
F1177,S.Mubarakmand+
F1178,M.C.Scott
F1179,S.Mayo+
F1180,T.V.Orlova+
F1181,R.B.Begzhanov+
F1182,L.M.Solin+
F1183,A.V.Smirnov+
F1184,V.Yu.Gonchar+
F1185,V.P.Kondratev+
F1186,V.M.Guzhavin+
F1187,S.S.Vasilev+
F1188,P.B.Lyons+
F1189,V.V.Dyachkov+
F1190,J.Kuperus
F1191,A.Gallmann+
F1192,S.Gorodetzky+
F1194,T.R.Ophel+
F1195,N.Moncoffre+
F1196,E.Labie+
F1197,S.A.Harbison+
F1198,B.Lawergren+
F1199,V.V.Davydov+
F1200,S.S.Vasconcelos+
F1201,J.Bommer+
F1202,A.I.Baryshnikov+
F1203,A.Adam+
F1204,P.R.Christensen+
F1206,Yu.V.Khrisanfov+
F1207,W.M.Mason+
F1208,F.M.Baumann+
F1209,I.B.Teplov+
F1210,I.B.Teplov+
F1211,K.V.Makariunas+
F1212,V.V.Kuznetsov
F1213,Yu.A.Aleksandrov+
F1214,P.P.Dmitriev+
F1215,L.P.Moskaleva+
F1216,B.N.Belyaev+
F1217,V.S.Buttsev+
F1218,P.Kozma+
F1219,V.N.Kondratev+
F1220,N.A.Vlasov+
F1221,P.P.Dmitriev+
F1222,Wang Chuan-Peng+
F1223,P.Kozma+
F1224,N.N.Krasnov+
F1225,V.V.Glagolev+
F1226,E.S.Kylosova+
F1227,A.P.Klyucharev+
F1228,L.I.Galanina+
F1229,V.M.Bystritsky+
F1230,V.M.Bystritsky+
F1231,N.A.Konyakhin+
F1232,A.Deppman+
F1233,V.A.Didik+
F1234,E.G.Alekseev+
F1235,A.K.Lavrukhina+
F1236,P.I.Ivanov+
